Time,Amps,Volts,Torque 8V (N · m)
0,64.81,8.002,1.202
0.368,64.95,8.002,1.19
0.779,64.23,8.002,1.177
1.174,63.82,8.002,1.17
1.55,63.18,8.002,1.163
1.934,62.7,8.002,1.156
2.282,62.35,8.002,1.152
2.631,62.15,8.002,1.147
2.981,61.73,8.002,1.137
3.329,61.12,8.002,1.131
3.678,60.71,8.002,1.123
4.055,60.23,8.002,1.116
4.403,59.89,8.001,1.108
4.753,59.36,8.002,1.101
5.102,59.01,8.002,1.092
5.451,58.46,8.002,1.084
5.8,57.96,8.001,1.078
6.176,57.79,8.002,1.075
6.524,57.42,8.002,1.066
6.874,56.99,8.002,1.054
7.225,56.34,8.002,1.054
7.598,56.27,8.002,1.047
7.949,55.87,8.002,1.032
8.297,55.52,8.002,1.03
8.648,54.84,8.002,1.021
8.998,54.37,8.002,1.017
9.346,54.14,8.002,1.013
9.723,54.11,8.002,1.007
10.071,53.61,8.002,1.009
10.422,53.92,8.002,1.008
10.77,53.73,8.002,0.999
11.121,53.33,8.002,0.998
11.468,53.14,8.002,0.995
11.845,52.91,8.002,0.982
12.194,52.29,8.002,0.981
12.543,52.16,8.002,0.977
12.892,51.92,8.002,0.971
13.242,51.69,8.002,0.971
13.618,51.57,8.002,0.968
13.965,51.45,8.002,0.961
14.316,51.09,8.002,0.96
14.664,50.98,8.002,0.959
15.014,50.9,8.002,0.952
15.363,50.47,8.002,0.95
15.738,50.34,8.002,0.948
16.087,50.32,8.002,0.946
16.436,50.2,8.002,0.942
16.786,50.12,8.002,0.941
17.187,49.92,8.002,0.94
17.567,49.94,8.002,0.939
17.941,49.82,8.001,0.937
18.29,49.75,8.002,0.932
18.639,49.6,8.002,0.931
18.988,49.44,8.002,0.922
19.364,48.99,8.002,0.922
19.712,48.89,8.002,0.921
20.074,48.88,8.002,0.919
20.466,48.74,8.002,0.916
20.815,48.51,8.002,0.914
21.164,48.42,8.002,0.904
21.514,48.07,8.002,0.906
21.861,48.25,8.002,0.906
22.213,48.22,8.002,0.905
22.561,48.11,8.002,0.904
22.936,48,8.002,0.904
23.286,47.95,8.002,0.893
23.635,47.29,8.002,0.893
23.985,47.29,8.002,0.892
24.36,47.25,8.002,0.891
24.709,47.19,8.002,0.89
25.058,47.13,8.002,0.889
25.407,47.1,8.002,0.888
25.756,47.12,8.002,0.887
26.107,46.98,8.002,0.884
26.483,46.9,8.002,0.883
26.833,46.81,8.002,0.881
27.182,46.69,8.002,0.876
27.53,46.44,8.002,0.876
27.88,46.37,8.002,0.874
28.256,46.32,8.002,0.871
28.605,46.1,8.002,0.871
28.954,46.02,8.002,0.865
29.303,46.1,8.002,0.865
29.652,45.84,8.002,0.865
30.027,45.83,8.002,0.864
30.377,45.66,8.002,0.864
30.726,45.72,8.002,0.863
31.076,45.67,8.002,0.862
31.424,45.58,8.002,0.854
31.8,45.33,8.002,0.854
32.149,45.31,8.002,0.854
32.498,45.27,8.002,0.854
32.847,45.27,8.002,0.854
33.197,45.23,8.002,0.852
33.546,45.04,8.002,0.851
33.921,45,8.002,0.841
34.271,44.58,8.002,0.842
34.62,44.59,8.002,0.842
34.969,44.59,8.002,0.841
35.317,44.54,8.002,0.842
35.678,44.55,8.002,0.842
36.034,44.54,8.002,0.84
36.393,44.43,8.002,0.84
36.743,44.33,8.002,0.837
37.092,44.2,8.002,0.837
37.441,44.26,8.002,0.837
37.817,44.25,8.002,0.836
38.166,44.21,8.002,0.836
38.515,44.15,8.002,0.835
38.865,44.14,8.002,0.835
39.213,44.11,8.002,0.835
39.588,44.1,8.002,0.833
39.938,44.18,8.002,0.833
40.287,44.09,8.002,0.833
40.636,44.01,8.002,0.832
40.984,43.95,8.002,0.828
41.361,43.87,8.002,0.829
41.71,43.92,8.002,0.829
42.059,43.89,8.002,0.828
42.408,43.83,8.002,0.828
42.757,43.78,8.002,0.827
43.133,43.67,8.002,0.827
43.483,43.67,8.002,0.823
43.832,43.51,8.002,0.823
44.181,43.52,8.002,0.823
44.531,43.51,8.002,0.823
44.908,43.47,8.002,0.822
45.257,43.43,8.002,0.822
45.607,43.39,8.002,0.822
45.955,43.35,8.002,0.821
46.304,43.24,8.002,0.818
46.651,43.07,8.002,0.818
47.029,43.07,8.002,0.817
47.379,43.07,8.002,0.817
47.728,43.01,8.002,0.817
48.077,42.97,8.002,0.817
48.426,42.94,8.002,0.816
48.802,42.87,8.002,0.816
49.15,42.79,8.002,0.811
49.5,42.57,8.002,0.811
49.849,42.61,8.002,0.811
50.199,42.55,8.002,0.81
50.546,42.52,8.002,0.81
50.922,42.46,8.002,0.81
51.272,42.43,8.002,0.809
51.621,42.31,8.002,0.809
51.97,42.31,8.002,0.808
52.346,42.3,8.002,0.808
52.695,42.23,8.002,0.807
53.044,42.24,8.002,0.807
53.395,42.14,8.002,0.803
53.742,41.81,8.002,0.803
54.093,41.88,8.002,0.803
54.469,41.8,8.002,0.803
54.818,41.85,8.002,0.802
55.168,41.86,8.002,0.802
55.516,41.83,8.002,0.802
55.865,41.76,8.002,0.802
56.241,41.76,8.002,0.801
56.59,41.73,8.002,0.801
56.939,41.73,8.002,0.801
57.289,41.72,8.002,0.801
57.637,41.69,8.002,0.8
58.013,41.67,8.002,0.8
58.363,41.64,8.002,0.799
58.712,41.61,8.002,0.799
59.061,41.58,8.002,0.798
59.409,41.5,8.002,0.798
59.785,41.45,8.002,0.797
60.134,41.37,8.002,0.796
60.483,41.34,8.002,0.796
60.834,41.31,8.002,0.795
61.183,41.25,8.002,0.794
61.559,41.29,8.002,0.794
61.918,41.29,8.002,0.794
62.312,41.26,8.001,0.793
62.686,41.11,8.002,0.793
63.036,41.17,8.002,0.793
63.384,41.08,8.001,0.792
63.76,41.08,8.002,0.792
64.111,41.06,8.002,0.791
64.46,41.13,8.002,0.791
64.809,40.96,8.001,0.791
65.158,40.97,8.001,0.79
65.507,40.87,8.002,0.79
65.884,40.86,8.001,0.79
66.232,40.86,8.002,0.789
66.583,40.84,8.002,0.789
66.931,40.89,8.002,0.788
67.281,40.74,8.002,0.788
67.657,40.76,8.002,0.788
68.005,40.68,8.002,0.787
68.355,40.67,8.002,0.787
68.704,40.63,8.001,0.786
69.052,40.64,8.002,0.786
69.401,40.53,8.001,0.785
69.779,40.52,8.002,0.785
70.125,40.61,8.002,0.785
70.476,40.46,8.002,0.784
70.825,40.43,8.002,0.784
71.175,40.37,8.002,0.783
71.549,40.38,8.002,0.783
71.899,40.33,8.002,0.782
72.251,40.37,8.002,0.782
72.598,40.27,8.002,0.782
72.946,40.24,8.002,0.781
73.321,40.21,8.002,0.781
73.672,40.19,8.001,0.781
74.02,40.15,8.001,0.78
74.37,40.09,8.002,0.78
74.719,40.04,8.001,0.779
75.068,40.03,8.002,0.779
75.446,39.99,8.001,0.778
75.794,39.96,8.002,0.778
76.144,39.92,8.002,0.778
76.492,39.9,8.002,0.777
76.843,39.88,8.002,0.777
77.191,39.86,8.001,0.777
77.567,39.84,8.002,0.777
77.916,39.8,8.002,0.776
78.265,39.77,8.002,0.776
78.614,39.77,8.001,0.775
78.963,39.75,8.002,0.775
79.339,39.73,8.002,0.775
79.688,39.73,8.001,0.775
80.038,39.72,8.002,0.775
80.387,39.65,8.002,0.774
80.763,39.62,8.002,0.774
81.112,39.6,8.001,0.773
81.46,39.58,8.002,0.773
81.81,39.55,8.002,0.773
82.159,39.52,8.001,0.772
82.509,39.49,8.002,0.772
82.885,39.47,8.001,0.771
83.234,39.44,8.001,0.771
83.583,39.4,8.002,0.771
83.932,39.36,8.002,0.771
84.281,39.36,8.002,0.77
84.63,39.37,8.002,0.77
85.007,39.35,8.001,0.77
85.355,39.32,8.001,0.769
85.705,39.28,8.001,0.769
86.053,39.25,8.001,0.769
86.403,39.22,8.002,0.768
86.78,39.19,8.001,0.768
87.129,39.15,8.002,0.768
87.478,39.12,8.002,0.767
87.828,39.1,8.001,0.767
88.176,39.07,8.002,0.767
88.55,39.05,8.001,0.766
88.901,39.03,8.001,0.766
89.249,39,8.002,0.766
89.599,38.98,8.001,0.765
89.947,38.95,8.001,0.765
90.323,38.91,8.002,0.765
90.671,38.88,8.001,0.764
91.022,38.89,8.002,0.764
91.37,38.87,8.002,0.764
91.745,38.85,8.002,0.764
92.095,38.83,8.002,0.763
92.445,38.8,8.002,0.763
92.794,38.79,8.001,0.763
93.143,38.77,8.002,0.763
93.492,38.75,8.002,0.762
93.869,38.74,8.002,0.762
94.217,38.69,8.002,0.761
94.567,38.67,8.002,0.762
94.916,38.65,8.002,0.761
95.267,38.62,8.002,0.761
95.614,38.59,8.001,0.761
95.992,38.55,8.001,0.76
96.342,38.5,8.002,0.76
96.69,38.46,8.001,0.76
97.04,38.44,8.001,0.759
97.388,38.39,8.002,0.759
97.764,38.35,8.001,0.759
98.112,38.3,8.002,0.759
98.461,38.28,8.002,0.758
98.81,38.24,8.002,0.758
99.187,38.19,8.001,0.757
99.536,38.13,8.001,0.757
99.886,38.14,8.001,0.757
100.234,38.12,8.001,0.756
100.583,38.12,8.002,0.756
100.932,38.1,8.002,0.756
101.308,38.08,8.002,0.756
101.657,38.06,8.002,0.756
102.006,38.04,8.002,0.755
102.355,38.01,8.001,0.755
102.705,37.98,8.001,0.755
103.054,37.96,8.002,0.754
103.43,37.92,8.002,0.754
103.779,37.9,8.002,0.753
104.129,37.87,8.002,0.753
104.477,37.83,8.001,0.753
104.828,37.77,8.002,0.753
105.203,37.73,8.002,0.752
105.552,37.69,8.001,0.752
105.901,37.61,8.002,0.751
106.251,37.55,8.002,0.751
106.6,37.65,8.001,0.751
106.974,37.54,8.001,0.75
107.324,37.42,8.001,0.75
107.672,37.38,8.001,0.749
108.023,37.45,8.002,0.749
108.372,37.38,8.001,0.749
108.746,37.38,8.002,0.75
109.096,37.48,8.001,0.749
109.446,37.45,8.002,0.749
109.795,37.41,8.002,0.749
110.144,37.38,8.001,0.748
110.52,37.44,8.002,0.748
110.869,37.44,8.002,0.748
111.218,37.42,8.002,0.747
111.566,37.4,8.002,0.747
111.916,37.3,8.001,0.747
112.292,37.4,8.001,0.748
112.641,37.55,8.002,0.747
112.991,37.48,8.002,0.744
113.341,37.49,8.002,0.747
113.69,37.49,8.002,0.747
114.038,37.47,8.002,0.761
114.416,37.45,8.002,0.754
114.764,37.41,8.002,0.758
115.115,37.38,8.001,0.748
115.464,37.37,8.002,0.753
115.813,37.35,8.001,0.756
116.188,37.33,8.002,0.756
116.537,37.31,8.002,0.756
116.887,37.29,8.002,0.771
117.235,37.29,8.002,0.737
117.584,37.22,8.002,0.756
117.96,37.14,8.002,0.74
118.308,37.11,8.002,0.74
118.658,37.09,8.002,0.74
119.007,37.07,8.001,0.739
119.356,37.04,8.002,0.739
119.733,36.96,8.001,0.739
120.081,36.97,8.002,0.739
120.43,36.95,8.002,0.739
120.779,36.94,8.002,0.739
121.128,37.02,8.002,0.739
121.477,36.92,8.002,0.739
121.854,36.91,8.002,0.739
122.213,36.9,8.002,0.739
122.605,36.96,8.002,0.739
122.954,36.87,8.002,0.739
123.304,36.86,8.002,0.738
123.653,36.85,8.002,0.738
124.001,36.84,8.002,0.739
124.351,36.85,8.002,0.738
124.727,36.81,8.002,0.738
125.075,36.79,8.002,0.738
125.426,36.78,8.002,0.738
125.775,36.75,8.002,0.737
126.124,36.79,8.002,0.737
126.501,36.71,8.002,0.737
126.849,36.7,8.002,0.737
127.199,36.69,8.002,0.737
127.547,36.71,8.002,0.736
127.898,36.65,8.002,0.737
128.245,36.68,8.002,0.736
128.622,36.65,8.002,0.736
128.971,36.63,8.002,0.736
129.319,36.58,8.002,0.736
129.668,36.52,8.002,0.735
130.018,36.54,8.002,0.735
130.393,36.52,8.002,0.735
130.742,36.52,8.002,0.735
131.093,36.5,8.002,0.735
131.442,36.52,8.002,0.734
131.792,36.53,8.002,0.734
132.166,36.52,8.002,0.734
132.517,36.5,8.002,0.734
132.866,36.49,8.002,0.734
133.213,36.46,8.002,0.734
133.564,36.46,8.002,0.734
133.94,36.45,8.002,0.733
134.289,36.45,8.002,0.733
134.638,36.43,8.002,0.733
134.987,36.42,8.002,0.733
135.336,36.41,8.002,0.733
135.686,36.39,8.002,0.733
136.062,36.37,8.002,0.732
136.41,36.36,8.002,0.732
136.76,36.35,8.002,0.732
137.109,36.32,8.002,0.732
137.459,36.31,8.002,0.732
137.835,36.29,8.002,0.732
138.184,36.28,8.002,0.732
138.533,36.27,8.002,0.731
138.881,36.26,8.002,0.731
139.231,36.23,8.002,0.731
139.581,36.21,8.002,0.73
139.955,36.2,8.002,0.73
140.305,36.18,8.002,0.73
140.654,36.16,8.002,0.73
141.003,36.15,8.002,0.73
141.379,36.12,8.002,0.73
141.727,36.11,8.002,0.729
142.077,36.09,8.002,0.729
142.426,36.08,8.002,0.729
142.775,36.06,8.002,0.729
143.125,36.03,8.002,0.729
143.501,36.03,8.002,0.729
143.849,36,8.002,0.728
144.199,35.98,8.002,0.728
144.548,35.97,8.002,0.728
144.897,35.97,8.002,0.728
145.246,35.95,8.002,0.727
145.623,35.93,8.002,0.727
145.971,35.91,8.002,0.727
146.321,35.9,8.002,0.727
146.669,35.89,8.002,0.727
147.019,35.89,8.002,0.727
147.396,35.91,8.002,0.726
147.743,35.91,8.002,0.726
148.094,35.87,8.002,0.726
148.443,35.86,8.002,0.726
148.792,35.85,8.002,0.726
149.168,35.84,8.002,0.725
149.518,35.83,8.001,0.725
149.867,35.82,8.002,0.725
150.216,35.82,8.002,0.725
150.564,35.81,8.002,0.725
150.941,35.79,8.002,0.725
151.29,35.79,8.002,0.725
151.638,35.78,8.002,0.725
151.988,35.77,8.002,0.724
152.337,35.73,8.002,0.724
152.712,35.71,8.002,0.724
153.062,35.69,8.002,0.723
153.411,35.66,8.002,0.724
153.76,35.65,8.002,0.724
154.109,35.64,8.002,0.723
154.486,35.65,8.002,0.723
154.835,35.61,8.002,0.723
155.185,35.6,8.002,0.723
155.534,35.59,8.002,0.722
155.884,35.59,8.002,0.722
